category,domain_name,file_name,file_urls,files,meaning,word
conj.,uchicago_S_Hassan,agarci,http://dsal.uchicago.edu/dictionaries/hassan/audio//00075.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00075.mp3', 'path': 'uchicago_S_Hassan/agarci.mp3', 'checksum': 'e255f5a2af7edbc3d78a6d615be1e115', 'status': 'downloaded'}]","even if, even though, although",agarci
n.f.,uchicago_S_Hassan,agan bōṭ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00071.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00071.mp3', 'path': 'uchicago_S_Hassan/agan bōṭ.mp3', 'checksum': '58ab684b0995f36161b59b79afd7e3d5', 'status': 'downloaded'}]","motor-boat, speed-boat, power-boat",agan bōṭ
adv.,uchicago_S_Hassan,agar nι,http://dsal.uchicago.edu/dictionaries/hassan/audio//00073.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00073.mp3', 'path': 'uchicago_S_Hassan/agar nι.mp3', 'checksum': 'ecb3436a2d3e665a167cba44b159c1d3', 'status': 'downloaded'}]","if not, unless",agar nι
conj.,uchicago_S_Hassan,agar,http://dsal.uchicago.edu/dictionaries/hassan/audio//00074.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00074.mp3', 'path': 'uchicago_S_Hassan/agar.mp3', 'checksum': 'd38e92c837e1997f310376f0c8385beb', 'status': 'downloaded'}]","although, if, in case",agar
n.,uchicago_S_Hassan,agə̄r,http://dsal.uchicago.edu/dictionaries/hassan/audio//00077.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00077.mp3', 'path': 'uchicago_S_Hassan/agə̄r.mp3', 'checksum': '8dfeeee862cbab836ae3602523be2560', 'status': 'downloaded'}]","stranger, unfamiliar",agə̄r
n.m.,uchicago_S_Hassan,agrāz,http://dsal.uchicago.edu/dictionaries/hassan/audio//00078.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00078.mp3', 'path': 'uchicago_S_Hassan/agrāz.mp3', 'checksum': '0d2bbd2ffdedb4063249b4ccca054cd2', 'status': 'downloaded'}]","pl of garιz, aim, motive, object, purpose, intension, concern",agrāz
n.m.,uchicago_S_Hassan,agast,http://dsal.uchicago.edu/dictionaries/hassan/audio//00076.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00076.mp3', 'path': 'uchicago_S_Hassan/agast.mp3', 'checksum': '5c2ff967329f009c7a46ae38033ef747', 'status': 'downloaded'}]",August,agast
n.m.,uchicago_S_Hassan,agar magar,http://dsal.uchicago.edu/dictionaries/hassan/audio//00072.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00072.mp3', 'path': 'uchicago_S_Hassan/agar magar.mp3', 'checksum': '9bdc7ecd59e488becc2d6193e5d0bc04', 'status': 'downloaded'}]","hesitation, excuses, ifs and buts",agar magar
adj.,uchicago_S_Hassan,agun,http://dsal.uchicago.edu/dictionaries/hassan/audio//00079.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00079.mp3', 'path': 'uchicago_S_Hassan/agun.mp3', 'checksum': 'cfaaa7999412072ed5788a65649b58b3', 'status': 'downloaded'}]","dense, dark, opaque",agun
n.m.,uchicago_S_Hassan,agur kul,http://dsal.uchicago.edu/dictionaries/hassan/audio//00081.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00081.mp3', 'path': 'uchicago_S_Hassan/agur kul.mp3', 'checksum': '2c215c21e95f1502607591b35e951b71', 'status': 'downloaded'}]",a kind of plant,agur kul
adv.,uchicago_S_Hassan,ah,http://dsal.uchicago.edu/dictionaries/hassan/audio//00084.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00084.mp3', 'path': 'uchicago_S_Hassan/ah.mp3', 'checksum': 'afc49345439838e25b58448de5f2f20f', 'status': 'downloaded'}]","(numerically; used as affix) about, approximately, roughly, nearly, not far off from",ah
interj.,uchicago_S_Hassan,ah,http://dsal.uchicago.edu/dictionaries/hassan/audio//00085.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00085.mp3', 'path': 'uchicago_S_Hassan/ah.mp3', 'checksum': '486bb5f3a517112dfcce0a19ecd51bde', 'status': 'downloaded'}]","sigh, exhale noisily",ah
n.,uchicago_S_Hassan,agvā,http://dsal.uchicago.edu/dictionaries/hassan/audio//00082.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00082.mp3', 'path': 'uchicago_S_Hassan/agvā.mp3', 'checksum': '505a8eeaa6466035a34c78b7feddeccf', 'status': 'downloaded'}]","abduction, kidnap, enticement",agvā
adj.,uchicago_S_Hassan,agə̄fil,http://dsal.uchicago.edu/dictionaries/hassan/audio//00083.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00083.mp3', 'path': 'uchicago_S_Hassan/agə̄fil.mp3', 'checksum': '939239386a78e37ad30c160963f9146f', 'status': 'downloaded'}]","inattentive, unmindful, negligent, remiss",agə̄fil
n.m.,uchicago_S_Hassan,agur kaṭʰ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00080.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00080.mp3', 'path': 'uchicago_S_Hassan/agur kaṭʰ.mp3', 'checksum': '7be8e3785728c8d62591f50c73e2476a', 'status': 'downloaded'}]",wood of ‘agur kul’,agur kaṭʰ
n.m.,uchicago_S_Hassan,ahadnāmι,http://dsal.uchicago.edu/dictionaries/hassan/audio//00086.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00086.mp3', 'path': 'uchicago_S_Hassan/ahadnāmι.mp3', 'checksum': '9447abbf5a77737a8d136306b2712b9c', 'status': 'downloaded'}]","treaty, agreement, contract, settlement",ahadnāmι
n.m.,uchicago_S_Hassan,ahamdī,http://dsal.uchicago.edu/dictionaries/hassan/audio//00088.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00088.mp3', 'path': 'uchicago_S_Hassan/ahamdī.mp3', 'checksum': '725e3bf5c5e93e235051a432695a449b', 'status': 'downloaded'}]",name of a sect in Muslim community,ahamdī
v.,uchicago_S_Hassan,ahad karun,http://dsal.uchicago.edu/dictionaries/hassan/audio//00087.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00087.mp3', 'path': 'uchicago_S_Hassan/ahad karun.mp3', 'checksum': '873d26d095ad7ca5b35effea7770f3dd', 'status': 'downloaded'}]","swear, give your word, promise",ahad karun
interj.,uchicago_S_Hassan,ahansa,http://dsal.uchicago.edu/dictionaries/hassan/audio//00089.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00089.mp3', 'path': 'uchicago_S_Hassan/ahansa.mp3', 'checksum': '0eb8151db6f61312912820420eb3b6cb', 'status': 'downloaded'}]","yes, why not?, okay",ahansa
adj.,uchicago_S_Hassan,ahmak,http://dsal.uchicago.edu/dictionaries/hassan/audio//00091.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00091.mp3', 'path': 'uchicago_S_Hassan/ahmak.mp3', 'checksum': '6271f940ebba854be9720ee057c783ae', 'status': 'downloaded'}]","thick skulled, very foolish, silly, dunce",ahmak
n.m.,uchicago_S_Hassan,ajdād,http://dsal.uchicago.edu/dictionaries/hassan/audio//00093.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00093.mp3', 'path': 'uchicago_S_Hassan/ajdād.mp3', 'checksum': 'f384a840c621179249ddba023b592546', 'status': 'downloaded'}]","one from whom a person is descended, a forefather something regarded as a forerunner",ajdād
n.,uchicago_S_Hassan,ahtiyāt,http://dsal.uchicago.edu/dictionaries/hassan/audio//00092.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00092.mp3', 'path': 'uchicago_S_Hassan/ahtiyāt.mp3', 'checksum': '7be46396bf2fd12f5a568a760c9243f9', 'status': 'downloaded'}]","vigilance, watchfulness, care, caution, attention, observation, alertness, awareness",ahtiyāt
n.m.,uchicago_S_Hassan,ajant,http://dsal.uchicago.edu/dictionaries/hassan/audio//00095.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00095.mp3', 'path': 'uchicago_S_Hassan/ajant.mp3', 'checksum': 'fde58d1d920491105161d61169f375d4', 'status': 'downloaded'}]",a person that acts or has influence,ajant
n.m.,uchicago_S_Hassan,ajal,http://dsal.uchicago.edu/dictionaries/hassan/audio//00094.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00094.mp3', 'path': 'uchicago_S_Hassan/ajal.mp3', 'checksum': '1d43bbb3340e8a5a869b6048497d7815', 'status': 'downloaded'}]","death, decease, mortality",ajal
n.,uchicago_S_Hassan,ajerʸ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00096.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00096.mp3', 'path': 'uchicago_S_Hassan/ajerʸ.mp3', 'checksum': '1ce92a8d5d467a6c070ca636b2e1a660', 'status': 'downloaded'}]",benefit from good deeds,ajerʸ
adj.,uchicago_S_Hassan,ajhal,http://dsal.uchicago.edu/dictionaries/hassan/audio//00097.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00097.mp3', 'path': 'uchicago_S_Hassan/ajhal.mp3', 'checksum': '4d68fcf5b952b57b4ad33e92d768bede', 'status': 'downloaded'}]","most ignorant, ignoramus, dunce",ajhal
n.,uchicago_S_Hassan,ajnǝbī,http://dsal.uchicago.edu/dictionaries/hassan/audio//00099.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00099.mp3', 'path': 'uchicago_S_Hassan/ajnǝbī.mp3', 'checksum': 'd3cea5c6b4c2f8ce5edb68f2a827bae9', 'status': 'downloaded'}]","stranger, foreigner, alien",ajnǝbī
adj.,uchicago_S_Hassan,ajīb,http://dsal.uchicago.edu/dictionaries/hassan/audio//00098.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00098.mp3', 'path': 'uchicago_S_Hassan/ajīb.mp3', 'checksum': '346c5bae2dc8a051a165f41417a30370', 'status': 'downloaded'}]","magnificent, superb, fantastic, amazing",ajīb
n.,uchicago_S_Hassan,ajvǝnʸ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00100.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00100.mp3', 'path': 'uchicago_S_Hassan/ajvǝnʸ.mp3', 'checksum': '6fea30298e1a378e3f19e79beb913dbb', 'status': 'downloaded'}]","a spice of dill, dill seed",ajvǝnʸ
n.f.,uchicago_S_Hassan,akaḍ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00101.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00101.mp3', 'path': 'uchicago_S_Hassan/akaḍ.mp3', 'checksum': '8f7359dee146394447de2560416020f0', 'status': 'downloaded'}]","pride, stiffness, vanity, arrogance",akaḍ
n.f.,uchicago_S_Hassan,akādmī,http://dsal.uchicago.edu/dictionaries/hassan/audio//00103.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00103.mp3', 'path': 'uchicago_S_Hassan/akādmī.mp3', 'checksum': '2b105a9ba656d44ff21da7dfbc9d6ba5', 'status': 'downloaded'}]",academy,akādmī
adj.,uchicago_S_Hassan,akaḍī,http://dsal.uchicago.edu/dictionaries/hassan/audio//00102.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00102.mp3', 'path': 'uchicago_S_Hassan/akaḍī.mp3', 'checksum': '5eed7fdc5d05cf95d52371beee860797', 'status': 'downloaded'}]","proud, haughty, arrogant",akaḍī
n.m.,uchicago_S_Hassan,akāl,http://dsal.uchicago.edu/dictionaries/hassan/audio//00104.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00104.mp3', 'path': 'uchicago_S_Hassan/akāl.mp3', 'checksum': 'a474a1124a43ef12cdec141ef33c7dca', 'status': 'downloaded'}]","timeless, eternal, God’s attribute",akāl
adj.,uchicago_S_Hassan,akbar,http://dsal.uchicago.edu/dictionaries/hassan/audio//00105.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00105.mp3', 'path': 'uchicago_S_Hassan/akbar.mp3', 'checksum': '6f9c44e5c8a5dc0ccb6c497fba0d8a5c', 'status': 'downloaded'}]","& n.m. greatest, supreme, appellation of a Great Mughal, a male Muslim name",akbar
indef.,uchicago_S_Hassan,akis,http://dsal.uchicago.edu/dictionaries/hassan/audio//00108.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00108.mp3', 'path': 'uchicago_S_Hassan/akis.mp3', 'checksum': '6165b8728ea443723c1973e60b0bbd4c', 'status': 'downloaded'}]",article very frequently employed as an indefinite article,akis
adv.,uchicago_S_Hassan,aki laṭi,http://dsal.uchicago.edu/dictionaries/hassan/audio//00106.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00106.mp3', 'path': 'uchicago_S_Hassan/aki laṭi.mp3', 'checksum': '75988a20bbff3775b315fef3624d0796', 'status': 'downloaded'}]","once, one time, just the once",aki laṭi
adv.,uchicago_S_Hassan,aki pʰiri,http://dsal.uchicago.edu/dictionaries/hassan/audio//00107.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00107.mp3', 'path': 'uchicago_S_Hassan/aki pʰiri.mp3', 'checksum': '4b3720392d0dd13982984437f2fff56c', 'status': 'downloaded'}]","once, one time, just the once",aki pʰiri
n.f.,uchicago_S_Hassan,akιl,http://dsal.uchicago.edu/dictionaries/hassan/audio//00109.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00109.mp3', 'path': 'uchicago_S_Hassan/akιl.mp3', 'checksum': '61bc3dbd61468b42b5d8a46126817abe', 'status': 'downloaded'}]","intelligence, wisdom, sense",akιl
adj.,uchicago_S_Hassan,akliwarǝy,http://dsal.uchicago.edu/dictionaries/hassan/audio//00111.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00111.mp3', 'path': 'uchicago_S_Hassan/akliwarǝy.mp3', 'checksum': '462ed2f3640d9c6695482cc2087e0b72', 'status': 'downloaded'}]","foolish, stupid, irrational",akliwarǝy
adj.,uchicago_S_Hassan,aklirust,http://dsal.uchicago.edu/dictionaries/hassan/audio//00110.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00110.mp3', 'path': 'uchicago_S_Hassan/aklirust.mp3', 'checksum': 'b9bfea31e971a21193cedd3078e271ea', 'status': 'downloaded'}]","foolish, stupid, irrational",aklirust
adj.,uchicago_S_Hassan,akliyet,http://dsal.uchicago.edu/dictionaries/hassan/audio//00112.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00112.mp3', 'path': 'uchicago_S_Hassan/akliyet.mp3', 'checksum': '68346eac57bbff8f17ffe6b02b428342', 'status': 'downloaded'}]","least, minimum",akliyet
v.,uchicago_S_Hassan,aklι-bakl,http://dsal.uchicago.edu/dictionaries/hassan/audio//00113.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00113.mp3', 'path': 'uchicago_S_Hassan/aklι-bakl.mp3', 'checksum': 'f5045c51a36892922dbda53581a0f6a1', 'status': 'downloaded'}]","do something foolish, take a wrong decision",aklι-bakl
n.m.,uchicago_S_Hassan,akor,http://dsal.uchicago.edu/dictionaries/hassan/audio//00114.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00114.mp3', 'path': 'uchicago_S_Hassan/akor.mp3', 'checksum': '61a99bc2a340ee0d50c6c86553292d0b', 'status': 'downloaded'}]","un-boiled, un-sterilized",akor
adj.,uchicago_S_Hassan,akot,http://dsal.uchicago.edu/dictionaries/hassan/audio//00115.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00115.mp3', 'path': 'uchicago_S_Hassan/akot.mp3', 'checksum': 'c44af402c605613995ee2f7e842f1642', 'status': 'downloaded'}]",un-spun,akot
n.f.,uchicago_S_Hassan,aksǝryēt,http://dsal.uchicago.edu/dictionaries/hassan/audio//00117.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00117.mp3', 'path': 'uchicago_S_Hassan/aksǝryēt.mp3', 'checksum': '130f43032e2e35f154e32fa0c04222cd', 'status': 'downloaded'}]",majority,aksǝryēt
n.f.,uchicago_S_Hassan,aksīr,http://dsal.uchicago.edu/dictionaries/hassan/audio//00118.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00118.mp3', 'path': 'uchicago_S_Hassan/aksīr.mp3', 'checksum': 'f179132b905aaaa390dcaf2bd1b208ce', 'status': 'downloaded'}]","remedy, panacea, alchemy",aksīr
n.m.,uchicago_S_Hassan,aktūbar,http://dsal.uchicago.edu/dictionaries/hassan/audio//00119.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00119.mp3', 'path': 'uchicago_S_Hassan/aktūbar.mp3', 'checksum': '200309684233ab5af51d995f63d7d928', 'status': 'downloaded'}]",October,aktūbar
adj.,uchicago_S_Hassan,akun,http://dsal.uchicago.edu/dictionaries/hassan/audio//00120.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00120.mp3', 'path': 'uchicago_S_Hassan/akun.mp3', 'checksum': '5259bebe2721dd93138f4a10c7fb80a0', 'status': 'downloaded'}]","exhausted, tired, weary",akun
adv.,uchicago_S_Hassan,akιbī,http://dsal.uchicago.edu/dictionaries/hassan/audio//00123.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00123.mp3', 'path': 'uchicago_S_Hassan/akιbī.mp3', 'checksum': '44c663e99a4a8c1dcb237afd8baeb356', 'status': 'downloaded'}]","alternately, repeated after a day’s gap, occurring in turns",akιbī
n.m.,uchicago_S_Hassan,akūⁿtaⁿt,http://dsal.uchicago.edu/dictionaries/hassan/audio//00121.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00121.mp3', 'path': 'uchicago_S_Hassan/akūⁿtaⁿt.mp3', 'checksum': '7565f85f878812e1dfbb894b61c2b1c9', 'status': 'downloaded'}]",accountant,akūⁿtaⁿt
adv.,uchicago_S_Hassan,aksar,http://dsal.uchicago.edu/dictionaries/hassan/audio//00116.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00116.mp3', 'path': 'uchicago_S_Hassan/aksar.mp3', 'checksum': 'c93ae3587a25d557d470775001aaa579', 'status': 'downloaded'}]","mostly, frequently, often",aksar
n.m.,uchicago_S_Hassan,akιhārι,http://dsal.uchicago.edu/dictionaries/hassan/audio//00124.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00124.mp3', 'path': 'uchicago_S_Hassan/akιhārι.mp3', 'checksum': '86a48da02dccb334996a1b2798f0d7d4', 'status': 'downloaded'}]","gym, fitness centre, arena",akιhārι
adj.,uchicago_S_Hassan,akιhot,http://dsal.uchicago.edu/dictionaries/hassan/audio//00125.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00125.mp3', 'path': 'uchicago_S_Hassan/akιhot.mp3', 'checksum': '0c9c3c1a7cf7447438fd7a9e60deebe5', 'status': 'downloaded'}]","perplexed, confused, disturbed",akιhot
n.m.,uchicago_S_Hassan,akιhə̄ṭʰ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00126.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00126.mp3', 'path': 'uchicago_S_Hassan/akιhə̄ṭʰ.mp3', 'checksum': 'c71fd53c4df9b516c54a577c07fcab38', 'status': 'downloaded'}]",sixty-one,akιhə̄ṭʰ
adj.,uchicago_S_Hassan,akιhə̄ṭʰʸum,http://dsal.uchicago.edu/dictionaries/hassan/audio//00127.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00127.mp3', 'path': 'uchicago_S_Hassan/akιhə̄ṭʰʸum.mp3', 'checksum': '670ce925a95a747705ec3e7939bd007d', 'status': 'downloaded'}]",sixty-first,akιhə̄ṭʰʸum
adj.,uchicago_S_Hassan,akιnandun,http://dsal.uchicago.edu/dictionaries/hassan/audio//00128.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00128.mp3', 'path': 'uchicago_S_Hassan/akιnandun.mp3', 'checksum': '967ad06758fa9cb64ecf19efafab7e2f', 'status': 'downloaded'}]",the only-son,akιnandun
n.m.,uchicago_S_Hassan,akιnǝmatʰ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00129.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00129.mp3', 'path': 'uchicago_S_Hassan/akιnǝmatʰ.mp3', 'checksum': '46e93bf8ad91558f081bd0f0fbd400fb', 'status': 'downloaded'}]",ninety-one,akιnǝmatʰ
n.m.,uchicago_S_Hassan,akιsattatʰ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00131.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00131.mp3', 'path': 'uchicago_S_Hassan/akιsattatʰ.mp3', 'checksum': '3cde94ac59a8570f67b518d711bca4b8', 'status': 'downloaded'}]",seventy-one,akιsattatʰ
adj.,uchicago_S_Hassan,akιnǝmtihʸum,http://dsal.uchicago.edu/dictionaries/hassan/audio//00130.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00130.mp3', 'path': 'uchicago_S_Hassan/akιnǝmtihʸum.mp3', 'checksum': '6d1b623d59340d8678b78e6b227ff3f4', 'status': 'downloaded'}]",ninety-first,akιnǝmtihʸum
n.m.,uchicago_S_Hassan,akιšītʰ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00133.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00133.mp3', 'path': 'uchicago_S_Hassan/akιšītʰ.mp3', 'checksum': 'c1537841226f48509dd5328db308ec4e', 'status': 'downloaded'}]",eighty-one,akιšītʰ
adj.,uchicago_S_Hassan,akιsatihʸum,http://dsal.uchicago.edu/dictionaries/hassan/audio//00132.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00132.mp3', 'path': 'uchicago_S_Hassan/akιsatihʸum.mp3', 'checksum': '6b1482137793fec04982631206dd4b43', 'status': 'downloaded'}]",seventy-first,akιsatihʸum
adj.,uchicago_S_Hassan,akιšītihum,http://dsal.uchicago.edu/dictionaries/hassan/audio//00134.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00134.mp3', 'path': 'uchicago_S_Hassan/akιšītihum.mp3', 'checksum': 'ef2977700546b6fba11410c6811aeec9', 'status': 'downloaded'}]",eighty-first,akιšītihum
n.m.,uchicago_S_Hassan,akιtrιh,http://dsal.uchicago.edu/dictionaries/hassan/audio//00135.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00135.mp3', 'path': 'uchicago_S_Hassan/akιtrιh.mp3', 'checksum': '22d036283ded985d75a3f0b8e6d610bf', 'status': 'downloaded'}]",thirty- one,akιtrιh
n.m.,uchicago_S_Hassan,akιtə̄ji,http://dsal.uchicago.edu/dictionaries/hassan/audio//00137.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00137.mp3', 'path': 'uchicago_S_Hassan/akιtə̄ji.mp3', 'checksum': '9f49487c32416e45f0d2136d37b073ef', 'status': 'downloaded'}]",forty-one,akιtə̄ji
adj.,uchicago_S_Hassan,akιtrῑhyum,http://dsal.uchicago.edu/dictionaries/hassan/audio//00136.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00136.mp3', 'path': 'uchicago_S_Hassan/akιtrῑhyum.mp3', 'checksum': '9c5fdc18ff329adc0a324d5d3a457f85', 'status': 'downloaded'}]",thirty-first,akιtrῑhyum
adj.,uchicago_S_Hassan,akιtə̄jihiyum,http://dsal.uchicago.edu/dictionaries/hassan/audio//00138.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00138.mp3', 'path': 'uchicago_S_Hassan/akιtə̄jihiyum.mp3', 'checksum': '833e6db01a0fdd0e34b146b263d7b526', 'status': 'downloaded'}]",forty-first,akιtə̄jihiyum
n.m.,uchicago_S_Hassan,akιvanzah,http://dsal.uchicago.edu/dictionaries/hassan/audio//00139.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00139.mp3', 'path': 'uchicago_S_Hassan/akιvanzah.mp3', 'checksum': 'bd9c6357f02ba03b914252528b0c2bea', 'status': 'downloaded'}]",fifty-one,akιvanzah
adj.,uchicago_S_Hassan,akιvanzihiyum,http://dsal.uchicago.edu/dictionaries/hassan/audio//00140.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00140.mp3', 'path': 'uchicago_S_Hassan/akιvanzihiyum.mp3', 'checksum': '1cab445985e91b20270235c74e4c2699', 'status': 'downloaded'}]",fifty-first,akιvanzihiyum
n.m.,uchicago_S_Hassan,akιvoh,http://dsal.uchicago.edu/dictionaries/hassan/audio//00141.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00141.mp3', 'path': 'uchicago_S_Hassan/akιvoh.mp3', 'checksum': '09cdae070660e5b428ee14558a6d3d7d', 'status': 'downloaded'}]",twenty-one,akιvoh
adj.,uchicago_S_Hassan,akʰ akis pʸeṭʰ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00145.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00145.mp3', 'path': 'uchicago_S_Hassan/akʰ akis pʸeṭʰ.mp3', 'checksum': 'ec942368f1b0e532b2e926a8958471ff', 'status': 'downloaded'}]","one after the other, continuous, end-to-end",akʰ akis pʸeṭʰ
